net,length_um
net36,173.46µm
net61,173.12µm
net90,172.94µm
net1226,172.82µm
net166,172.78µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[28\],172.2µm
_02110_,172.115µm
_04713_,172µm
net369,171.92µm
net488,171.92µm
net330,171.88µm
_01902_,171.87µm
net472,171.78µm
net224,171.58µm
net500,171.46µm
_02589_,171.31µm
net674,171µm
dmem_din\[19\],170.77µm
net43,170.685µm
net137,170.67µm
_02582_,170.59µm
net952,170.58µm
net984,170.48µm
net197,170.39µm
net1301,170.24µm
_02130_,170.18µm
net315,170.12µm
net194,170.08µm
net57,169.99µm
net301,169.96µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[2\],169.7µm
net1317,169.375µm
cpu_core.mem_wb_reg_inst.read_data_out\[30\],169.18µm
net502,168.81µm
net753,168.8µm
_02036_,168.76µm
net199,168.68µm
net928,168.6µm
net60,168.54µm
net998,168.15µm
_04060_,167.84µm
dmem_din\[7\],167.66µm
net176,167.53µm
net172,167.49µm
net342,167.44µm
net80,167.34µm
net201,167.21µm
net13,167.09µm
net696,167.09µm
cpu_core.ex_stage_inst.imm_ex\[12\],166.875µm
_04679_,166.82µm
_01853_,166.72µm
net179,166.54µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[26\],166.52µm
net348,166.34µm
net178,165.88µm
cpu_core.alu_result_mem\[27\],165.22µm
net37,165.18µm
net1296,165.11µm
net336,165µm
cpu_core.ex_stage_inst.rs2_data_ex\[7\],164.91µm
net1304,164.84µm
net1330,164.8µm
net202,164.58µm
net168,164.54µm
net1378,164.51µm
_03471_,164.38µm
net551,164.37µm
net506,164.225µm
net92,164.22µm
net868,163.52µm
net650,163.5µm
_03146_,163.265µm
net200,162.8µm
net946,162.7µm
net533,162.48µm
net173,162.24µm
_02610_,162.14µm
net183,161.69µm
_02744_,161.62µm
net26,161.53µm
net446,161.31µm
net1064,161.3µm
net1075,161.24µm
net935,161.065µm
_03438_,160.97µm
_02056_,160.72µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[10\],160.62µm
dmem_din\[13\],160.4µm
net198,160.32µm
net319,160.32µm
net888,160.32µm
net1000,160.28µm
net324,160.22µm
cpu_core.ex_stage_inst.pc_ex\[17\],160.18µm
net1009,160.08µm
net174,159.76µm
net1003,159.56µm
_02021_,159.36µm
net186,159.36µm
cpu_core.mem_wb_reg_inst.read_data_out\[29\],159.26µm
_04054_,159.24µm
cpu_core.ex_stage_inst.imm_ex\[18\],159.16µm
cpu_core.funct3_id\[2\],158.88µm
cpu_core.mem_wb_reg_inst.read_data_out\[15\],158.6µm
net299,158.48µm
net913,158.46µm
_03494_,158.38µm
net170,158.12µm
net142,158.04µm
cpu_core.alu_result_mem\[23\],157.72µm
_01836_,157.68µm
net230,157.66µm
_02964_,157.64µm
net314,157.58µm
net181,157.56µm
net317,157.42µm
net328,157.4µm
net4,157.36µm
net99,157.34µm
_05343_,157.32µm
_03537_,157.16µm
net52,157.06µm
net85,156.9µm
cpu_core.ex_stage_inst.pc_ex\[12\],156.82µm
net990,156.78µm
net66,156.44µm
_02394_,156.36µm
net182,156.18µm
net1243,156.17µm
_02604_,156.12µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[22\],156.03µm
net184,155.98µm
cpu_core.hazard_inst.if_id_rs1\[0\],155.57µm
net1223,155.42µm
net187,155.14µm
net5,155µm
net1011,154.98µm
net1162,154.96µm
net334,154.92µm
_02194_,154.88µm
_03134_,154.51µm
net48,154.4µm
net1377,154.31µm
net180,154.24µm
net171,154.22µm
net1001,154.18µm
net1005,154.14µm
_02553_,154.12µm
_05353_,153.9µm
net994,153.76µm
cpu_core.funct3_id\[1\],153.67µm
_01856_,153.4µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[29\],153.4µm
net46,153.34µm
net185,153.29µm
_03132_,153.27µm
_02193_,153.245µm
net38,153.22µm
cpu_core.alu_result_mem\[25\],153.14µm
_02095_,153.095µm
net41,153.02µm
cpu_core.alu_result_mem\[29\],153.01µm
net996,153µm
cpu_core.hazard_inst.if_id_rs1\[2\],152.94µm
net191,152.93µm
net1027,152.76µm
net1211,152.72µm
net1326,152.6µm
net117,152.47µm
_03704_,152.35µm
_02246_,152.26µm
_02550_,152.25µm
net1315,152.14µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[12\],152.12µm
cpu_core.ex_stage_inst.pc_ex\[23\],152.05µm
_02143_,151.96µm
net783,151.72µm
net188,151.68µm
_02697_,151.55µm
net1013,151.34µm
net967,151.14µm
net189,151.1µm
net195,151.1µm
_01866_,151.02µm
net440,150.98µm
cpu_core.control_inst.opcode\[6\],150.7µm
net992,150.68µm
_02694_,150.18µm
_03406_,150.1µm
dmem_din\[6\],150.1µm
_02326_,150.06µm
_03535_,150.06µm
net226,149.88µm
dmem_din\[5\],149.86µm
net364,149.58µm
net971,149.54µm
net316,149.16µm
net1058,149.16µm
cpu_core.mem_wb_reg_inst.read_data_out\[27\],149.06µm
_01846_,148.94µm
cpu_core.ex_mem_reg_inst.pc_plus4_out\[17\],148.86µm
dmem_din\[10\],148.86µm
_02180_,148.8µm
_01832_,148.78µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[23\],148.78µm
dmem_din\[11\],148.68µm
net441,148.55µm
net1257,148.42µm
net33,148.16µm
_02404_,147.89µm
_04931_,147.86µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[20\],147.82µm
_05345_,147.8µm
net67,147.6µm
net288,147.6µm
net907,147.58µm
net192,147.55µm
cpu_core.mem_wb_reg_inst.read_data_out\[16\],147.44µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[27\],147.38µm
_03133_,147.335µm
cpu_core.ex_stage_inst.rs2_data_ex\[31\],147.32µm
cpu_core.mem_wb_reg_inst.read_data_out\[11\],147.2µm
net81,147.16µm
_05253_,146.9µm
net969,146.9µm
dmem_wmask\[0\],146.62µm
net1322,146.51µm
net353,146.24µm
_01927_,146.12µm
net1387,146.12µm
cpu_core.ex_stage_inst.imm_ex\[25\],146.04µm
net1079,146.03µm
net1021,145.94µm
cpu_core.ex_stage_inst.rs1_data_ex\[15\],145.88µm
net615,145.84µm
_02746_,145.66µm
net1025,145.62µm
net1316,145.53µm
net190,145.47µm
net973,145.46µm
cpu_core.ex_stage_inst.pc_ex\[22\],145.26µm
net39,145.26µm
_02128_,145.24µm
net977,145.24µm
net1323,145.05µm
net975,145.02µm
cpu_core.ex_stage_inst.rs1_data_ex\[7\],144.96µm
_04020_,144.94µm
net306,144.89µm
net138,144.82µm
net443,144.72µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[30\],144.64µm
_02660_,144.59µm
net1376,144.57µm
dmem_din\[14\],144.47µm
net14,144.37µm
net1029,144.19µm
net1015,144.1µm
clknet_leaf_142_clk,143.9µm
_01934_,143.775µm
cpu_core.mem_wb_reg_inst.read_data_out\[13\],143.74µm
_00188_,143.72µm
_01835_,143.22µm
cpu_core.ex_stage_inst.pc_ex\[10\],143.22µm
dmem_din\[22\],143.2µm
_02593_,143.19µm
_03919_,143.19µm
_05140_,143.02µm
_02134_,142.93µm
_03560_,142.9µm
net1047,142.9µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[17\],142.82µm
_03723_,142.74µm
net91,142.72µm
net1023,142.72µm
net25,142.71µm
_03005_,142.68µm
_03007_,142.25µm
cpu_core.ex_stage_inst.pc_ex\[26\],142.04µm
net1017,141.7µm
cpu_core.ex_stage_inst.pc_ex\[27\],141.58µm
net110,141.455µm
_02300_,141.38µm
net985,141.06µm
cpu_core.alu_result_mem\[28\],140.74µm
net45,140.5µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[25\],140.44µm
_02352_,140.34µm
net536,140.32µm
net459,140.26µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[24\],140.04µm
net1384,140µm
net1007,139.76µm
_03806_,139.66µm
net1328,139.6µm
net222,139.38µm
net233,139.2µm
cpu_core.mem_wb_reg_inst.read_data_out\[31\],139.12µm
net1313,139.05µm
_04017_,138.87µm
dmem_din\[8\],138.7µm
net444,138.52µm
_02226_,138.44µm
cpu_core.alu_result_mem\[30\],138.38µm
_01939_,138.32µm
dmem_din\[9\],138.22µm
net139,138.22µm
net1321,138.2µm
net1298,138.12µm
net1371,138.1µm
clknet_leaf_3_clk,137.64µm
net32,137.46µm
net6,137.34µm
_01938_,137.3µm
_02320_,137.28µm
net1148,137.24µm
_02357_,137.06µm
cpu_core.alu_result_mem\[1\],137.06µm
net106,136.8µm
_02653_,136.64µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[4\],136.6µm
net352,136.6µm
dmem_wmask\[3\],136.36µm
clknet_leaf_20_clk,136.16µm
net141,136.1µm
net594,136.015µm
cpu_core.dmem_re,135.92µm
net1375,135.89µm
clknet_4_11__leaf_clk,135.65µm
_02486_,135.61µm
_03502_,135.57µm
net1019,135.52µm
_02709_,135.38µm
cpu_core.mem_wb_reg_inst.read_data_out\[26\],135.26µm
_05348_,135.22µm
net260,135.2µm
dmem_din\[31\],134.8µm
net296,134.74µm
_02586_,134.715µm
net120,134.57µm
_03707_,134.4µm
net1318,134.4µm
net1380,134.03µm
_01973_,133.99µm
net294,133.76µm
net308,133.66µm
_02925_,133.48µm
net103,133.36µm
clknet_leaf_163_clk,133.355µm
_02273_,133.26µm
_02160_,133.165µm
net979,133.14µm
net101,133.04µm
_03690_,132.98µm
net292,132.94µm
_04095_,132.76µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[11\],132.66µm
net76,132.66µm
cpu_core.alu_result_mem\[20\],132.64µm
net239,132.64µm
cpu_core.ex_stage_inst.pc_ex\[13\],132.58µm
_02962_,132.14µm
net1109,132.12µm
clknet_leaf_100_clk,132.1µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[3\],132.04µm
cpu_core.ex_stage_inst.imm_ex\[11\],131.93µm
clknet_leaf_50_clk,131.92µm
dmem_din\[2\],131.84µm
_03106_,131.76µm
net1111,131.62µm
_04627_,131.44µm
_02426_,131.32µm
cpu_core.hazard_inst.if_id_rs1\[3\],131.2µm
dmem_wmask\[2\],131.2µm
net981,131.12µm
clknet_leaf_84_clk,130.68µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[1\],130.5µm
clknet_leaf_170_clk,130.045µm
net350,130.04µm
_03813_,129.82µm
_02742_,129.69µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[2\],129.675µm
net1110,129.6µm
_01858_,129.57µm
_03782_,129.56µm
net78,129.38µm
net305,129.24µm
_02512_,129.22µm
_05334_,128.98µm
net286,128.74µm
_03516_,128.56µm
net1319,128.56µm
net252,128.38µm
_01954_,128.23µm
cpu_core.ex_stage_inst.imm_ex\[27\],128.03µm
dmem_wmask\[1\],127.95µm
net1329,127.67µm
net242,127.62µm
cpu_core.funct3_id\[0\],127.52µm
net143,127.38µm
_02567_,127.28µm
_02397_,127.16µm
_02349_,126.99µm
_04101_,126.96µm
_05355_,126.77µm
_03413_,126.66µm
cpu_core.ex_stage_inst.rs2_data_ex\[16\],126.62µm
_03765_,126.44µm
_04970_,126.42µm
net97,126.36µm
net79,126.32µm
dmem_din\[12\],126.22µm
cpu_core.forward_inst.mem_wb_rd\[0\],126.19µm
_02210_,126.16µm
_02052_,126.12µm
net1374,125.85µm
net1312,125.69µm
net1112,125.66µm
_02375_,125.62µm
_04043_,125.56µm
net245,125.14µm
_03116_,125.1µm
net7,125µm
net15,124.99µm
_04570_,124.98µm
net1373,124.98µm
_02026_,124.72µm
cpu_core.mem_to_reg_wb,124.64µm
_02961_,124.6µm
_04947_,124.42µm
_01981_,124.4µm
net1324,124.23µm
net84,123.98µm
_02227_,123.96µm
net357,123.94µm
cpu_core.ex_stage_inst.pc_ex\[3\],123.8µm
clknet_leaf_167_clk,123.8µm
_03698_,123.62µm
clknet_leaf_73_clk,123.58µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[31\],123.5µm
net475,123.44µm
clknet_leaf_27_clk,123.32µm
net102,123.22µm
net1381,123.17µm
clknet_leaf_77_clk,123.08µm
net249,123.04µm
net1336,122.86µm
_03957_,122.76µm
net236,122.66µm
_01983_,122.62µm
_03359_,122.56µm
net1311,122.27µm
_01953_,122.12µm
_02284_,121.96µm
_03459_,121.83µm
_03631_,121.76µm
net302,121.74µm
_02040_,121.64µm
cpu_core.mem_wb_reg_inst.pc_plus4_out\[16\],121.62µm
cpu_core.ex_stage_inst.imm_ex\[29\],121.6µm
cpu_core.hazard_inst.if_id_rs1\[1\],121.54µm
clknet_leaf_140_clk,121.46µm
net69,121.4µm
clknet_leaf_162_clk,121.34µm
clknet_leaf_45_clk,121.32µm
net433,121.3µm
clknet_leaf_89_clk,121.24µm
cpu_core.ex_stage_inst.rs2_data_ex\[29\],121.22µm
clknet_leaf_137_clk,120.96µm
net206,120.94µm
net82,120.92µm
net447,120.7µm
_02166_,120.67µm
_05208_,120.62µm
cpu_core.ex_stage_inst.imm_ex\[30\],120.48µm
cpu_core.ex_stage_inst.pc_ex\[16\],120.44µm
_01837_,120.4µm
cpu_core.if_id_reg_inst.instr_out\[31\],120.4µm
cpu_core.alu_result_mem\[4\],120.38µm
_02037_,120.32µm
_04574_,120.03µm
net1278,119.99µm
_04289_,119.93µm
net100,119.9µm
net114,119.74µm
cpu_core.ex_stage_inst.pc_ex\[5\],119.7µm
net86,119.5µm
clknet_leaf_13_clk,119.5µm
_02245_,119.48µm
net1391,119.1µm
_04908_,118.82µm
net1082,118.58µm
net24,118.31µm
_03585_,118.14µm
net427,118.12µm
net8,118.1µm
_03526_,118.06µm
_05357_,117.95µm
_04501_,117.94µm
cpu_core.if_id_reg_inst.pc_in\[2\],117.93µm
clknet_leaf_165_clk,117.59µm
net987,117.52µm
clknet_leaf_139_clk,117.455µm
_05198_,117.26µm
cpu_core.alu_result_mem\[18\],117.16µm
net421,117.16µm
cpu_core.ex_stage_inst.pc_ex\[28\],116.86µm
net250,116.74µm
clknet_leaf_35_clk,116.54µm
clknet_leaf_55_clk,116.2µm
cpu_core.control_inst.opcode\[4\],116.04µm
_04333_,115.98µm
clknet_leaf_25_clk,115.96µm
clknet_leaf_161_clk,115.96µm
net214,115.92µm
clknet_leaf_78_clk,115.88µm
_05104_,115.76µm
clknet_leaf_99_clk,115.74µm
_03687_,115.68µm
net340,115.6µm
_04934_,115.52µm
net367,115.48µm
_03482_,115.22µm
cpu_core.ex_stage_inst.pc_ex\[20\],115.08µm
_03540_,114.98µm
_03324_,114.74µm
net210,114.72µm
_03492_,114.36µm
byte_offset_r\[1\],114.3µm
_04480_,114.22µm
clknet_leaf_8_clk,114.04µm
cpu_core.ex_stage_inst.imm_ex\[26\],114µm
_03763_,113.7µm
_01887_,113.66µm
_03568_,113.62µm
net75,113.36µm
_01854_,113.32µm
cpu_core.control_inst.opcode\[5\],113.225µm
_03728_,113.09µm
net105,113.06µm
_01851_,112.8µm
_03737_,112.3µm
_03829_,112.2µm
clknet_leaf_11_clk,111.98µm
_03685_,111.9µm
_01984_,111.74µm
_02254_,111.58µm
cpu_core.alu_result_mem\[17\],111.44µm
_01906_,111.4µm
_05077_,111.36µm
_03798_,110.82µm
cpu_core.alu_result_mem\[31\],110.78µm
_05349_,110.73µm
_02873_,110.62µm
_02448_,110.6µm
net1345,110.46µm
cpu_core.ex_stage_inst.rs1_data_ex\[19\],110.42µm
_02362_,110.34µm
clknet_leaf_95_clk,110.18µm
clknet_leaf_7_clk,110.09µm
_01862_,109.92µm
clknet_leaf_129_clk,109.38µm
net152,109.15µm
clknet_leaf_82_clk,108.94µm
_02564_,108.88µm
_03602_,108.7µm
net104,108.66µm
cpu_core.ex_stage_inst.pc_ex\[4\],108.52µm
_03821_,108.47µm
_03773_,108.36µm
cpu_core.alu_result_mem\[12\],108.27µm
_02628_,107.7µm
_05032_,107.7µm
_02548_,107.66µm
net1343,107.52µm
dmem_din\[3\],107.44µm
_04732_,107.36µm
_03330_,107.34µm
_02656_,107.24µm
_02422_,107.22µm
clknet_leaf_105_clk,106.9µm
_03834_,106.4µm
_05338_,106.38µm
net77,106.36µm
net396,106.36µm
cpu_core.ex_stage_inst.rs2_data_ex\[2\],106.18µm
_02713_,105.94µm
clknet_leaf_18_clk,105.86µm
_03374_,105.58µm
_04174_,105.48µm
net218,105.42µm
clknet_leaf_90_clk,105.4µm
net248,105.34µm
_02583_,105.14µm
_02019_,105.06µm
clknet_leaf_93_clk,105.06µm
clknet_leaf_131_clk,105µm
_02165_,104.81µm
_02566_,104.79µm
clknet_leaf_76_clk,104.665µm
_04808_,104.64µm
net164,104.6µm
_03940_,104.52µm
cpu_core.ex_stage_inst.pc_ex\[18\],104.02µm
_02876_,104µm
clknet_leaf_123_clk,103.98µm
net16,103.95µm
net150,103.86µm
cpu_core.mem_wb_reg_inst.read_data_out\[25\],103.82µm
cpu_core.ex_stage_inst.rs2_data_ex\[22\],103.76µm
_05057_,103.64µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[0\],103.19µm
clknet_leaf_128_clk,103.1µm
net1341,102.92µm
_03845_,102.66µm
net95,102.6µm
clknet_leaf_28_clk,102.54µm
cpu_core.ex_stage_inst.imm_ex\[17\],102.51µm
_01849_,102.34µm
_04707_,102.32µm
clknet_leaf_136_clk,102.3µm
clknet_leaf_12_clk,101.75µm
cpu_core.ex_mem_reg_inst.rd_addr_out\[3\],101.74µm
net412,101.64µm
_03372_,101.5µm
_03147_,101.42µm
_04659_,101.4µm
_02229_,101.31µm
clknet_leaf_72_clk,101µm
cpu_core.ex_stage_inst.is_jalr_ex,100.935µm
_03161_,100.865µm
_04986_,100.86µm
cpu_core.ex_stage_inst.pc_ex\[25\],100.8µm
cpu_core.forward_inst.mem_wb_reg_write,100.44µm
cpu_core.alu_result_mem\[14\],100.38µm
_03030_,100.24µm
net149,100.14µm
_03447_,100.13µm
clknet_leaf_160_clk,100.04µm
_03693_,99.88µm
cpu_core.ex_stage_inst.pc_ex\[19\],99.875µm
net83,99.82µm
clknet_leaf_33_clk,99.64µm
_05359_,99.6µm
_04729_,99.42µm
net418,99.02µm
net50,98.92µm
_03547_,98.72µm
_04370_,98.7µm
cpu_core.ex_stage_inst.pc_ex\[24\],98.49µm
cpu_core.control_inst.opcode\[3\],98.465µm
_03572_,98.42µm
cpu_core.ex_stage_inst.rs1_data_ex\[29\],98.375µm
clknet_leaf_37_clk,98.3µm
clknet_leaf_44_clk,98.2µm
clknet_leaf_169_clk,98.2µm
funct3_r\[0\],98.18µm
clknet_leaf_66_clk,97.92µm
_01935_,97.88µm
clknet_leaf_86_clk,97.88µm
clknet_leaf_143_clk,97.76µm
clknet_leaf_42_clk,97.3µm
clknet_leaf_126_clk,97.28µm
clknet_leaf_80_clk,97.15µm
clknet_leaf_22_clk,97.02µm
clknet_leaf_138_clk,96.92µm
_02271_,96.78µm
cpu_core.ex_stage_inst.pc_ex\[6\],96.5µm
_01911_,96.42µm
clknet_leaf_75_clk,96.34µm
clknet_leaf_19_clk,96.32µm
_03746_,96.3µm
_04518_,96.3µm
_01930_,96.26µm
clknet_leaf_85_clk,96.26µm
_03858_,96.22µm
net23,96.19µm
_03660_,96µm
_03875_,95.76µm
net379,95.76µm
clknet_leaf_6_clk,95.73µm
_02195_,95.72µm
_02185_,95.71µm
clknet_leaf_147_clk,95.695µm
clknet_leaf_96_clk,95.665µm
cpu_core.alu_result_mem\[3\],95.61µm
_03717_,95.44µm
clknet_leaf_106_clk,95.38µm
_03712_,95.36µm
funct3_r\[1\],94.985µm
_04411_,94.98µm
clknet_leaf_56_clk,94.92µm
cpu_core.alu_result_mem\[22\],94.76µm
cpu_core.ex_stage_inst.rs2_data_ex\[11\],94.76µm
_05002_,94.62µm
_03620_,94.48µm
cpu_core.ex_stage_inst.imm_ex\[28\],94.48µm
cpu_core.forward_inst.mem_wb_rd\[1\],94.29µm
_03348_,94.08µm
_02159_,94µm
_02603_,94µm
net118,93.72µm
clknet_leaf_24_clk,93.56µm
clknet_leaf_36_clk,93.42µm
_03747_,93.16µm
clknet_leaf_166_clk,93µm
_01937_,92.86µm
net409,92.77µm
clknet_leaf_120_clk,92.725µm
cpu_core.if_id_reg_inst.pc_in\[27\],92.675µm
_02655_,92.54µm
clknet_leaf_2_clk,92.52µm
_01840_,92.5µm
clknet_leaf_67_clk,92.5µm
_03702_,92.36µm
_02672_,92.07µm
cpu_core.ex_stage_inst.imm_ex\[13\],91.88µm
_02365_,91.67µm
_04250_,91.66µm
clknet_leaf_17_clk,91.6µm
clknet_leaf_91_clk,91.58µm
net415,91.54µm
clknet_leaf_71_clk,91.22µm
_04696_,91.04µm
cpu_core.alu_src_ex,91.04µm
_03677_,90.9µm
_04980_,90.82µm
net153,90.72µm
_02661_,90.62µm
_03751_,90.62µm
_02353_,90.535µm
_03616_,90.48µm
net1392,90.48µm
_02420_,90.4µm
_02490_,90.38µm
cpu_core.if_id_reg_inst.pc_in\[26\],90.17µm
cpu_core.ex_stage_inst.imm_ex\[22\],90.08µm
_04354_,90µm
clknet_leaf_145_clk,89.98µm
_02035_,89.92µm
_02156_,89.62µm
_04343_,89.62µm
cpu_core.ex_stage_inst.imm_ex\[19\],89.5µm
cpu_core.ex_stage_inst.pc_ex\[29\],89.32µm
_03127_,88.44µm
_01914_,88.38µm
net424,88.26µm
_03130_,88.22µm
clknet_leaf_65_clk,88.08µm
_01907_,87.92µm
_04273_,87.78µm
_05336_,87.72µm
clknet_leaf_79_clk,87.6µm
_03500_,87.56µm
_04004_,87.36µm
clknet_leaf_108_clk,87.19µm
_03575_,86.92µm
clknet_leaf_16_clk,86.865µm
_02685_,86.77µm
_03379_,86.75µm
cpu_core.ex_stage_inst.rs1_data_ex\[31\],86.735µm
net473,86.71µm
cpu_core.if_id_reg_inst.pc_in\[10\],86.56µm
clknet_leaf_153_clk,86.5µm
clknet_leaf_41_clk,86.24µm
clknet_leaf_104_clk,86.22µm
_02666_,86.21µm
clknet_leaf_121_clk,86.08µm
_05001_,86µm
clknet_leaf_152_clk,85.88µm
clknet_leaf_32_clk,85.825µm
_03464_,85.82µm
_01941_,85.68µm
_02487_,85.53µm
clknet_leaf_31_clk,85.28µm
_02282_,85.26µm
_02484_,85.255µm
clknet_leaf_109_clk,85.23µm
_02216_,85.2µm
_02622_,85.04µm
clknet_leaf_83_clk,85.04µm
_02845_,84.98µm
_04449_,84.98µm
_02543_,84.96µm
_02491_,84.94µm
clknet_leaf_146_clk,84.9µm
net1393,84.6µm
_04396_,84.52µm
clknet_leaf_15_clk,84.34µm
_03794_,84.24µm
net1339,84.14µm
cpu_core.ex_stage_inst.imm_ex\[21\],83.93µm
_03365_,83.68µm
cpu_core.ex_stage_inst.alu_control_inst.is_rtype,83.54µm
_04489_,83.44µm
net510,83.44µm
clknet_leaf_4_clk,83.24µm
_05243_,83.2µm
net58,83.12µm
cpu_core.id_ex_reg_inst.pc_plus4_in\[21\],82.865µm
net17,82.81µm
clknet_leaf_68_clk,82.68µm
clknet_leaf_87_clk,82.54µm
cpu_core.branch_ex,82.32µm
_02966_,82.24µm
_05020_,82.24µm
cpu_core.ex_stage_inst.rs1_data_ex\[24\],82.14µm
_05115_,82.06µm
_04059_,82.04µm
_01980_,81.97µm
net1073,81.94µm
_03515_,81.92µm
clknet_leaf_107_clk,81.57µm
net430,81.48µm
clknet_leaf_39_clk,81.3µm
_04410_,81.18µm
clknet_leaf_102_clk,81.12µm
net1070,80.96µm
_00190_,80.91µm
_02043_,80.78µm
clknet_leaf_5_clk,80.78µm
_03792_,80.74µm
_05155_,80.46µm
clknet_leaf_0_clk,80.4µm
_02527_,80.34µm
_03664_,80.31µm
_03608_,80.28µm
clknet_leaf_29_clk,80.26µm
clknet_leaf_135_clk,80.26µm
_05213_,80.14µm
_01908_,80µm
cpu_core.if_id_reg_inst.pc_in\[9\],80µm
_02010_,79.96µm
_03055_,79.94µm
cpu_core.ex_stage_inst.rs1_data_ex\[2\],79.92µm
net407,79.89µm
_01879_,79.88µm
_04005_,79.78µm
cpu_core.hazard_inst.if_id_rs2\[3\],79.66µm
_03113_,79.64µm
cpu_core.ex_stage_inst.rs2_data_ex\[14\],79.335µm
clknet_leaf_40_clk,79.06µm
net147,79µm
clknet_leaf_98_clk,79µm
_02138_,78.96µm
_02836_,78.96µm
_02541_,78.935µm
_02461_,78.84µm
_03920_,78.8µm
clknet_leaf_151_clk,78.76µm
clknet_leaf_133_clk,78.725µm
clknet_leaf_47_clk,78.68µm
clknet_leaf_125_clk,78.64µm
_03529_,78.6µm
_02980_,78.535µm
_02692_,78.44µm
_03640_,78.32µm
clknet_leaf_64_clk,78.22µm
net413,78.13µm
_00016_,78.125µm
_01975_,78.045µm
net133,77.98µm
_03978_,77.94µm
clknet_leaf_10_clk,77.84µm
_03598_,77.5µm
cpu_core.if_id_reg_inst.pc_in\[28\],77.47µm
_03345_,77.42µm
clknet_leaf_43_clk,77.26µm
clknet_leaf_74_clk,76.9µm
_01976_,76.86µm
_04283_,76.68µm
clknet_leaf_38_clk,76.68µm
_04311_,76.52µm
_03787_,76.46µm
_02187_,76.38µm
clknet_leaf_52_clk,76.32µm
clknet_leaf_53_clk,76.12µm
clknet_leaf_94_clk,76.02µm
cpu_core.ex_stage_inst.imm_ex\[20\],75.97µm
_02686_,75.96µm
net22,75.71µm
clknet_leaf_157_clk,75.34µm
net1091,75.26µm
net144,75.1µm
_02481_,75.09µm
_03851_,74.84µm
